Order ID;Order Date;Ship Date;IdShipMode;Customer ID
CA-2015-113145;1/11/2015;5/11/2015;2;VD-21670
CA-2014-162362;14/11/2014;18/11/2014;2;JL-15505
CA-2016-106558;17/1/2016;21/1/2016;2;DL-13495
CA-2017-157931;17/9/2017;22/9/2017;1;MO-17800
CA-2016-115574;23/12/2016;24/12/2016;3;BP-11185
CA-2015-160794;6/8/2015;8/8/2015;3;MS-17980
CA-2017-116225;5/11/2017;9/11/2017;2;SV-20935
US-2017-120418;11/6/2017;12/6/2017;3;BC-11125
CA-2017-122035;20/7/2017;25/7/2017;2;EM-13825
CA-2015-117828;23/12/2015;26/12/2015;3;BD-11500
CA-2017-165491;20/3/2017;24/3/2017;2;HW-14935
CA-2015-109470;31/12/2015;3/1/2016;1;KC-16255
CA-2015-105102;15/9/2015;19/9/2015;1;BM-11575
CA-2017-138422;23/9/2017;26/9/2017;3;KN-16705
US-2015-147739;25/12/2015;29/12/2015;2;JD-16150
CA-2016-155187;24/9/2016;26/9/2016;1;LA-16780
CA-2017-169285;21/3/2017;25/3/2017;2;RW-19690
CA-2014-140886;30/9/2014;4/10/2014;2;KW-16570
CA-2017-152695;10/12/2017;10/12/2017;4;CC-12220
CA-2014-110639;23/8/2014;23/8/2014;4;RH-19495
CA-2014-121727;19/8/2014;24/8/2014;2;JK-15625
CA-2016-137736;10/11/2016;15/11/2016;2;DC-13285
US-2014-143231;31/12/2014;3/1/2015;3;GM-14455
US-2014-155894;26/7/2014;30/7/2014;1;CL-11890
CA-2016-119025;22/2/2016;28/2/2016;2;PV-18985
CA-2016-159373;13/3/2016;18/3/2016;2;LT-17110
CA-2017-109701;2/12/2017;3/12/2017;4;AM-10360
CA-2015-111514;31/8/2015;2/9/2015;3;SC-20260
US-2014-148838;17/3/2014;21/3/2014;2;CP-12340
CA-2017-136497;16/4/2017;20/4/2017;2;RF-19840
US-2016-108637;13/3/2016;18/3/2016;2;AB-10060
CA-2014-102295;24/11/2014;26/11/2014;1;EH-13990
CA-2017-123659;10/2/2017;13/2/2017;3;MN-17935
US-2016-129469;23/9/2016;27/9/2016;2;KL-16555
CA-2017-155152;7/7/2017;9/7/2017;1;MP-17965
CA-2016-159940;7/7/2016;11/7/2016;1;BF-11020
CA-2017-119669;24/1/2017;30/1/2017;2;TP-21130
US-2014-164616;19/8/2014;21/8/2014;1;MS-17770
CA-2015-148628;6/12/2015;11/12/2015;2;KM-16375
CA-2016-118052;6/5/2016;10/5/2016;2;BE-11455
US-2017-117534;25/3/2017;26/3/2017;3;CV-12295
CA-2015-145065;12/12/2015;15/12/2015;3;DK-13375
US-2015-127040;6/12/2015;10/12/2015;2;SG-20605
CA-2016-128111;17/3/2016;23/3/2016;2;CS-12355
CA-2015-137897;14/11/2015;19/11/2015;2;PJ-18835
CA-2017-169264;14/8/2017;16/8/2017;1;NP-18700
CA-2017-147361;9/9/2017;15/9/2017;2;SB-20290
CA-2017-145877;1/4/2017;4/4/2017;1;AS-10090
US-2016-110170;27/9/2016;3/10/2016;2;HM-14860
CA-2017-108574;7/10/2017;11/10/2017;2;MG-18145
CA-2017-144589;20/1/2017;25/1/2017;2;TM-21010
CA-2017-155985;23/3/2017;25/3/2017;3;BE-11335
CA-2014-162684;1/8/2014;6/8/2014;2;AS-10630
CA-2015-142041;7/6/2015;9/6/2015;1;EM-13810
CA-2014-151295;12/11/2014;16/11/2014;2;JA-15970
CA-2016-156300;29/12/2016;2/1/2017;2;TB-21595
CA-2015-146087;6/7/2015;11/7/2015;2;PP-18955
CA-2017-168655;12/10/2017;18/10/2017;2;ML-18040
CA-2016-107202;21/5/2016;28/5/2016;2;LC-16930
CA-2017-159597;9/11/2017;14/11/2017;2;MC-17590
CA-2016-155551;18/4/2016;23/4/2016;2;CR-12580
US-2017-147669;25/12/2017;30/12/2017;2;SV-20935
CA-2016-169922;11/6/2016;17/6/2016;2;MZ-17515
CA-2017-100748;13/5/2017;20/5/2017;2;RB-19795
CA-2017-129805;28/12/2017;2/1/2018;2;HM-14860
CA-2014-148586;25/3/2014;1/4/2014;2;AZ-10750
US-2017-112613;28/5/2017;1/6/2017;2;JH-15910
CA-2015-154746;14/11/2015;17/11/2015;3;PJ-18835
CA-2017-140053;3/7/2017;10/7/2017;2;CA-12265
CA-2014-164210;18/11/2014;20/11/2014;1;PW-19240
CA-2017-139948;17/7/2017;22/7/2017;2;SW-20455
CA-2016-146934;22/5/2016;27/5/2016;2;AF-10870
CA-2015-100573;25/9/2015;1/10/2015;2;AM-10705
CA-2016-119165;31/10/2016;6/11/2016;2;BD-11320
CA-2015-128027;14/9/2015;17/9/2015;1;CM-12385
CA-2016-140207;5/11/2016;10/11/2016;2;CS-12400
CA-2017-140949;17/3/2017;22/3/2017;1;DB-13405
CA-2017-138548;15/8/2017;21/8/2017;2;JG-15160
CA-2015-142419;11/7/2015;13/7/2015;1;SC-20380
CA-2017-148691;3/12/2017;9/12/2017;2;CS-12460
CA-2017-128755;4/5/2017;8/5/2017;2;MK-18160
US-2016-135923;22/1/2016;28/1/2016;2;CM-11935
CA-2016-114972;3/11/2016;6/11/2016;3;PF-19225
CA-2017-102750;4/9/2017;8/9/2017;1;GM-14695
CA-2014-145212;13/9/2014;19/9/2014;2;DC-12850
CA-2017-141992;19/6/2017;25/6/2017;2;FO-14305
CA-2017-147956;24/12/2017;31/12/2017;2;AH-10210
CA-2017-126067;28/8/2017;3/9/2017;2;KN-16705
CA-2015-104514;2/1/2015;4/1/2015;1;CB-12535
CA-2015-141040;9/10/2015;13/10/2015;1;TB-21250
CA-2014-113579;13/12/2014;15/12/2014;1;KD-16345
CA-2014-144624;19/11/2014;23/11/2014;2;JM-15865
CA-2016-146206;10/9/2016;14/9/2016;1;KT-16480
CA-2014-136644;16/6/2014;22/6/2014;2;SC-20575
CA-2015-122371;26/9/2015;1/10/2015;2;BS-11800
CA-2016-126935;19/5/2016;24/5/2016;2;BT-11395
US-2017-133781;22/6/2017;23/6/2017;3;DC-12850
CA-2017-131618;17/6/2017;20/6/2017;3;LS-17200
CA-2016-149482;14/11/2016;19/11/2016;2;RR-19315
CA-2014-143917;25/7/2014;27/7/2014;1;KL-16645
CA-2015-120397;2/7/2015;2/7/2015;4;RB-19435
CA-2017-163902;2/3/2017;8/3/2017;2;MY-17380
CA-2016-136812;18/11/2016;23/11/2016;2;AW-10930
CA-2015-102722;18/4/2015;19/4/2015;3;KW-16570
CA-2017-155089;2/12/2017;6/12/2017;2;DB-12910
CA-2016-124506;11/11/2016;17/11/2016;2;BB-11545
CA-2014-106572;5/9/2014;10/9/2014;2;NP-18700
CA-2014-128888;15/11/2014;22/11/2014;2;PB-19105
CA-2017-123134;2/5/2017;7/5/2017;2;DW-13585
CA-2016-124352;15/10/2016;21/10/2016;2;CD-12790
CA-2015-124541;6/4/2015;10/4/2015;2;TT-21220
CA-2014-108707;24/10/2014;29/10/2014;2;DB-12910
CA-2014-111500;17/8/2014;21/8/2014;2;DJ-13510
US-2017-117723;15/8/2017;18/8/2017;1;DL-13495
CA-2015-143238;6/9/2015;8/9/2015;3;LO-17170
CA-2015-168746;27/1/2015;29/1/2015;1;SV-20365
CA-2015-113404;16/7/2015;16/7/2015;4;EM-13810
CA-2016-144792;30/4/2016;4/5/2016;2;KD-16615
CA-2014-164385;26/9/2014;1/10/2014;1;NB-18580
US-2016-114174;8/9/2016;14/9/2016;2;AP-10720
CA-2017-108070;16/4/2017;20/4/2017;2;JE-15745
US-2015-128090;16/8/2015;22/8/2015;2;JM-15865
CA-2017-101042;19/11/2017;23/11/2017;2;AB-10105
CA-2016-155439;14/9/2016;18/9/2016;2;PN-18775
CA-2016-118626;15/8/2016;20/8/2016;2;JC-15775
CA-2015-111458;26/9/2015;30/9/2015;2;PF-19165
US-2016-126844;8/10/2016;14/10/2016;2;BW-11110
US-2015-112508;24/3/2015;30/3/2015;2;BP-11185
CA-2015-147788;31/5/2015;4/6/2015;2;TM-21010
CA-2015-144288;25/12/2015;31/12/2015;2;MB-17305
CA-2015-110632;17/3/2015;22/3/2015;1;HR-14830
CA-2017-109589;21/12/2017;24/12/2017;3;BD-11635
CA-2017-123967;1/11/2017;3/11/2017;1;SF-20200
CA-2017-148929;7/9/2017;11/9/2017;2;SP-20620
CA-2017-134404;27/12/2017;27/12/2017;4;DR-12880
CA-2017-109778;16/7/2017;21/7/2017;2;VM-21685
CA-2016-155845;12/8/2016;15/8/2016;1;CM-12235
CA-2017-145128;9/7/2017;14/7/2017;2;SM-20320
CA-2014-129091;22/11/2014;27/11/2014;2;RA-19885
US-2014-155502;26/1/2014;31/1/2014;2;SD-20485
CA-2015-121041;3/11/2015;10/11/2015;2;CS-12250
CA-2017-131695;30/6/2017;6/7/2017;2;RA-19285
CA-2016-137729;5/5/2016;9/5/2016;2;BF-11005
US-2016-115455;8/9/2016;14/9/2016;2;SE-20110
CA-2017-128300;24/11/2017;26/11/2017;1;RS-19765
CA-2017-149048;13/5/2017;17/5/2017;2;BM-11650
CA-2017-108553;23/4/2017;29/4/2017;2;SK-19990
CA-2016-165848;4/6/2016;4/6/2016;4;EN-13780
CA-2014-112718;16/12/2014;21/12/2014;2;KN-16450
CA-2016-154053;4/3/2016;10/3/2016;2;MG-17890
CA-2014-127446;25/11/2014;30/11/2014;2;MC-17590
CA-2016-137204;28/4/2016;5/5/2016;2;BO-11350
CA-2014-147298;26/4/2014;3/5/2014;2;AG-10300
CA-2017-147942;1/4/2017;5/4/2017;2;MS-17365
CA-2017-115931;22/12/2017;26/12/2017;2;JM-15655
CA-2014-164861;3/12/2014;6/12/2014;1;MC-17635
CA-2017-127180;22/10/2017;24/10/2017;3;TA-21385
US-2017-165344;13/11/2017;15/11/2017;3;SB-20290
CA-2015-168186;10/9/2015;15/9/2015;2;AB-10150
US-2017-110604;15/5/2017;20/5/2017;2;JF-15295
CA-2015-116750;5/7/2015;10/7/2015;1;BF-10975
CA-2015-162369;15/8/2015;19/8/2015;2;TT-21265
CA-2017-108441;12/6/2017;18/6/2017;2;SB-20170
CA-2015-169740;20/2/2015;25/2/2015;2;LM-17065
CA-2016-124051;29/12/2016;30/12/2016;3;KA-16525
CA-2016-149111;17/4/2016;21/4/2016;1;BF-11170
CA-2014-131002;7/9/2014;12/9/2014;1;TB-21400
US-2016-146794;26/9/2016;1/10/2016;2;SH-19975
CA-2017-112515;17/9/2017;21/9/2017;1;AS-10225
CA-2016-150343;16/8/2016;20/8/2016;2;PK-19075
CA-2015-135538;24/12/2015;28/12/2015;2;HR-14830
CA-2017-123372;28/11/2017;2/12/2017;2;DG-13300
CA-2017-159604;14/4/2017;15/4/2017;3;CL-12700
CA-2016-164784;1/5/2016;4/5/2016;3;HF-14995
CA-2016-111794;1/10/2016;1/10/2016;4;HG-15025
US-2015-139759;25/8/2015;30/8/2015;2;NL-18310
CA-2014-126403;9/9/2014;12/9/2014;1;RR-19525
CA-2017-136875;3/12/2017;3/12/2017;4;TC-21295
CA-2017-132185;27/11/2017;2/12/2017;2;DB-13615
US-2014-160780;21/6/2014;21/6/2014;4;SV-20785
CA-2017-127026;21/1/2017;27/1/2017;2;MH-18115
CA-2017-137085;29/6/2017;6/7/2017;2;CT-11995
CA-2016-133123;6/9/2016;11/9/2016;2;KB-16315
US-2016-128195;4/8/2016;5/8/2016;3;RA-19285
CA-2015-153220;12/11/2015;14/11/2015;3;YC-21895
CA-2014-123064;30/6/2014;2/7/2014;3;RA-19915
CA-2017-156412;4/12/2017;8/12/2017;2;CM-12160
US-2016-144211;28/8/2016;2/9/2016;2;CS-12130
CA-2016-138079;22/1/2016;28/1/2016;2;AJ-10795
CA-2014-143182;15/10/2014;20/10/2014;2;DL-12865
CA-2016-161662;7/2/2016;9/2/2016;3;BE-11410
CA-2014-145317;18/3/2014;23/3/2014;2;SM-20320
CA-2014-143413;24/5/2014;30/5/2014;2;RP-19390
CA-2017-156818;11/7/2017;13/7/2017;1;JD-16015
CA-2017-155873;16/6/2017;21/6/2017;2;AB-10255
CA-2015-121797;30/1/2015;6/2/2015;2;CC-12145
US-2015-120572;11/12/2015;15/12/2015;2;GH-14425
CA-2017-132430;9/10/2017;11/10/2017;3;CP-12085
CA-2017-146031;29/7/2017;1/8/2017;1;GM-14440
CA-2014-110100;25/4/2014;29/4/2014;2;LC-16885
CA-2015-103723;1/12/2015;6/12/2015;2;BT-11305
CA-2014-127187;4/12/2014;8/12/2014;2;CP-12085
CA-2017-128475;26/8/2017;1/9/2017;2;SC-20680
CA-2014-100006;7/9/2014;13/9/2014;2;DK-13375
CA-2017-144827;21/12/2017;27/12/2017;2;SE-20110
CA-2014-110030;6/12/2014;8/12/2014;1;LF-17185
CA-2014-121286;4/11/2014;8/11/2014;1;ON-18715
CA-2016-164735;14/4/2016;19/4/2016;1;TB-21400
CA-2014-153479;4/10/2014;8/10/2014;2;DF-13135
CA-2017-149888;7/11/2017;13/11/2017;2;EP-13915
CA-2017-119193;22/12/2017;24/12/2017;3;SK-19990
CA-2017-104801;13/2/2017;19/2/2017;2;FH-14350
CA-2014-107594;2/7/2014;6/7/2014;2;EH-13945
CA-2015-129770;21/2/2015;23/2/2015;1;JE-15715
CA-2015-115798;13/11/2015;19/11/2015;2;KL-16645
CA-2017-122707;16/4/2017;18/4/2017;3;EB-13750
CA-2016-165015;25/2/2016;27/2/2016;1;BD-11725
CA-2014-149244;4/11/2014;8/11/2014;2;MS-17530
CA-2015-140144;20/6/2015;25/6/2015;1;SC-20770
CA-2017-163321;7/8/2017;11/8/2017;1;FM-14380
CA-2014-155887;12/5/2014;17/5/2014;2;KT-16480
US-2015-165449;22/11/2015;26/11/2015;2;AP-10720
CA-2015-110247;4/12/2015;8/12/2015;2;RH-19555
US-2014-141257;8/6/2014;14/6/2014;2;CS-11950
CA-2014-154669;8/8/2014;11/8/2014;1;TM-21010
CA-2014-158029;26/5/2014;30/5/2014;2;HF-14995
CA-2015-155306;17/4/2015;21/4/2015;2;GA-14515
CA-2016-127775;11/6/2016;13/6/2016;1;ES-14020
CA-2016-146171;11/3/2016;15/3/2016;2;JP-16135
CA-2014-129574;26/5/2014;29/5/2014;3;Dp-13240
CA-2017-126536;12/10/2017;14/10/2017;3;NK-18490
CA-2017-165757;22/6/2017;28/6/2017;2;PL-18925
CA-2017-167752;15/1/2017;18/1/2017;3;RW-19690
US-2015-122140;2/4/2015;7/4/2015;2;MO-17950
CA-2016-163986;3/9/2016;10/9/2016;2;JJ-15445
CA-2017-158967;10/12/2017;12/12/2017;3;BT-11680
CA-2016-131576;22/11/2016;26/11/2016;2;RD-19585
CA-2017-143455;11/11/2017;18/11/2017;2;ML-17755
CA-2016-144729;21/10/2016;25/10/2016;2;JE-15745
CA-2015-127019;21/12/2015;25/12/2015;2;ER-13855
CA-2015-138534;17/7/2015;19/7/2015;1;JM-15535
CA-2017-108322;30/4/2017;5/5/2017;2;SS-20140
CA-2017-167668;6/5/2017;8/5/2017;3;TC-21295
CA-2017-146724;20/11/2017;27/11/2017;2;HG-15025
CA-2016-139878;11/11/2016;16/11/2016;2;LD-17005
US-2016-106677;5/11/2016;10/11/2016;2;AS-10285
CA-2016-116974;9/10/2016;15/10/2016;2;MP-17965
CA-2015-149972;21/9/2015;23/9/2015;3;CD-12790
US-2014-117744;2/12/2014;6/12/2014;2;MD-17860
CA-2014-125514;21/9/2014;22/9/2014;3;BM-11650
CA-2014-154599;12/4/2014;17/4/2014;2;KN-16450
CA-2017-158743;20/10/2017;27/10/2017;2;IG-15085
CA-2016-153318;25/10/2016;28/10/2016;3;JS-15595
US-2015-110163;1/11/2015;4/11/2015;3;GA-14725
CA-2017-143329;3/11/2017;8/11/2017;2;DL-13330
CA-2015-159380;12/5/2015;16/5/2015;2;CS-12505
CA-2015-122623;7/9/2015;11/9/2015;2;CC-12145
CA-2015-148635;25/7/2015;27/7/2015;1;MH-18025
CA-2015-135685;16/11/2015;18/11/2015;1;MP-18175
CA-2015-104626;1/9/2015;8/9/2015;2;DR-12940
CA-2016-160500;5/5/2016;8/5/2016;3;DM-13015
CA-2017-100202;31/12/2016;5/1/2017;2;BD-11620
CA-2017-131016;18/9/2017;20/9/2017;3;DC-12850
US-2014-112914;25/9/2014;30/9/2014;2;MT-18070
CA-2016-124149;23/4/2016;26/4/2016;3;MJ-17740
CA-2014-148915;1/11/2014;5/11/2014;2;ND-18370
CA-2017-134649;26/1/2017;31/1/2017;1;CA-11965
CA-2017-110842;11/11/2017;16/11/2017;2;GA-14725
CA-2016-147368;9/6/2016;12/6/2016;3;TC-21295
US-2015-104185;3/9/2015;8/9/2015;1;JB-15400
US-2014-125521;14/3/2014;19/3/2014;2;CK-12325
US-2017-135062;31/8/2017;4/9/2017;1;RL-19615
CA-2017-135650;23/3/2017;27/3/2017;2;AC-10660
CA-2017-112865;18/5/2017;22/5/2017;2;BH-11710
US-2016-162852;27/12/2016;31/12/2016;2;BG-11695
CA-2017-138163;17/11/2017;20/11/2017;3;XP-21865
CA-2017-152093;10/9/2017;15/9/2017;2;SN-20560
CA-2017-157854;8/4/2017;15/4/2017;2;DM-13345
CA-2016-123617;28/11/2016;3/12/2016;2;AJ-10780
US-2016-128293;2/6/2016;5/6/2016;3;KC-16255
CA-2017-107342;17/12/2017;22/12/2017;2;VF-21715
CA-2016-136371;19/3/2016;21/3/2016;1;SV-20935
CA-2017-137344;20/8/2017;20/8/2017;4;EM-13810
CA-2017-169810;25/7/2017;31/7/2017;2;RB-19360
CA-2016-128594;26/8/2016;29/8/2016;3;DJ-13510
CA-2016-154690;15/8/2016;17/8/2016;1;CC-12370
CA-2017-138975;19/5/2017;23/5/2017;2;SC-20380
CA-2017-106537;12/8/2017;17/8/2017;2;RH-19495
US-2017-103828;13/8/2017;13/8/2017;4;JK-15370
CA-2016-115588;10/11/2016;12/11/2016;1;AF-10885
CA-2017-143861;12/6/2017;19/6/2017;2;LC-16885
CA-2014-148040;22/3/2014;26/3/2014;2;BF-11275
CA-2017-135167;15/6/2017;20/6/2017;2;SC-20800
CA-2017-137022;16/11/2017;22/11/2017;2;SW-20275
US-2017-102638;29/12/2017;31/12/2017;3;MC-17845
US-2016-167339;21/1/2016;23/1/2016;1;TD-20995
CA-2016-152072;15/1/2016;19/1/2016;2;Dp-13240
CA-2016-102932;19/9/2016;23/9/2016;1;SD-20485
CA-2014-165540;21/2/2014;25/2/2014;2;TM-21010
CA-2016-130799;11/11/2016;16/11/2016;1;BK-11260
CA-2016-164483;30/1/2016;3/2/2016;2;JF-15490
US-2016-159856;18/10/2016;22/10/2016;2;EP-13915
CA-2017-102099;18/12/2017;19/12/2017;3;EP-13915
CA-2017-164049;2/11/2017;6/11/2017;2;KH-16630
CA-2014-142727;29/4/2014;1/5/2014;1;HG-14845
CA-2017-139913;23/10/2017;29/10/2017;2;JC-16105
CA-2014-169033;30/3/2014;3/4/2014;2;KM-16720
US-2016-164630;4/1/2016;9/1/2016;2;EB-13975
US-2015-114839;26/4/2015;30/4/2015;2;PW-19240
CA-2015-166464;12/9/2015;17/9/2015;2;PG-18895
CA-2017-124898;11/9/2017;15/9/2017;2;DB-12910
CA-2016-164035;12/6/2016;17/6/2016;2;CR-12730
CA-2016-153577;27/6/2016;1/7/2016;2;KH-16330
CA-2014-127586;26/9/2014;30/9/2014;2;CS-12400
CA-2017-121615;3/11/2017;9/11/2017;2;DL-12925
CA-2017-166415;19/2/2017;23/2/2017;2;ME-17725
CA-2015-118444;5/11/2015;9/11/2015;2;VD-21670
CA-2014-113929;16/6/2014;21/6/2014;2;CK-12205
CA-2015-134747;12/10/2015;17/10/2015;1;DL-12925
CA-2017-155047;27/8/2017;30/8/2017;3;SE-20110
CA-2016-160129;23/11/2016;23/11/2016;4;LS-17200
CA-2017-164329;30/1/2017;30/1/2017;4;MM-17920
US-2015-141453;30/11/2015;3/12/2015;1;DB-13270
CA-2014-156993;28/6/2014;4/7/2014;2;RW-19630
CA-2014-157721;2/9/2014;5/9/2014;3;JM-16195
CA-2017-128629;10/7/2017;14/7/2017;1;BP-11155
CA-2017-158106;4/6/2017;10/6/2017;2;CT-11995
US-2017-120390;19/10/2017;26/10/2017;2;TH-21550
CA-2017-143434;18/11/2017;24/11/2017;2;ME-17320
CA-2015-168564;8/8/2015;8/8/2015;4;TT-21220
US-2016-169040;6/12/2016;12/12/2016;2;GT-14710
CA-2017-155880;25/3/2017;31/3/2017;2;JD-16150
CA-2017-126242;19/11/2017;24/11/2017;2;MC-18100
CA-2016-166443;4/11/2016;5/11/2016;3;LH-17020
CA-2017-169859;14/12/2017;18/12/2017;2;MP-18175
CA-2017-134915;12/11/2017;12/11/2017;4;EM-14140
CA-2016-153353;18/8/2016;24/8/2016;2;GG-14650
CA-2017-123638;27/6/2017;4/7/2017;2;MA-17995
CA-2017-168900;4/5/2017;9/5/2017;2;SH-20395
CA-2015-158456;24/12/2015;29/12/2015;2;KT-16465
CA-2017-143665;26/4/2017;1/5/2017;2;PO-19180
CA-2017-137428;16/12/2017;21/12/2017;1;AY-10555
CA-2014-162866;27/12/2014;31/12/2014;2;Co-12640
CA-2017-167941;6/11/2017;9/11/2017;1;JF-15565
CA-2017-111808;16/12/2017;20/12/2017;2;AR-10510
CA-2015-137512;7/5/2015;12/5/2015;2;AG-10675
CA-2017-139773;4/12/2017;4/12/2017;4;DV-13045
CA-2017-134607;3/10/2017;8/10/2017;1;HL-15040
CA-2014-109232;13/1/2014;16/1/2014;1;ND-18370
CA-2015-139850;12/6/2015;17/6/2015;2;GB-14575
CA-2014-131310;12/7/2014;18/7/2014;2;CL-12565
US-2014-112872;6/12/2014;11/12/2014;1;RC-19960
CA-2016-139269;25/5/2016;30/5/2016;2;JB-16045
CA-2016-139010;21/2/2016;26/2/2016;1;MC-17635
CA-2016-134376;2/10/2016;6/10/2016;2;TT-21265
CA-2017-147291;11/3/2017;17/3/2017;2;MJ-17740
CA-2016-112893;9/9/2016;13/9/2016;1;AT-10735
US-2014-150532;14/7/2014;21/7/2014;2;PB-19150
CA-2014-138317;21/6/2014;25/6/2014;2;NW-18400
CA-2015-130610;5/7/2015;10/7/2015;2;VP-21730
CA-2017-104381;16/12/2017;23/12/2017;2;RD-19810
CA-2016-131499;8/9/2016;10/9/2016;3;MG-17875
CA-2014-148761;17/5/2014;21/5/2014;2;PA-19060
CA-2017-116519;13/10/2017;15/10/2017;3;CR-12730
CA-2014-130729;24/10/2014;29/10/2014;2;AA-10375
CA-2016-124772;5/12/2016;6/12/2016;3;JG-15160
CA-2016-115525;25/7/2016;29/7/2016;2;RR-19525
CA-2017-134845;17/4/2017;23/4/2017;2;SR-20425
US-2015-138919;17/9/2015;21/9/2015;2;LS-16975
US-2016-160528;23/8/2016;30/8/2016;2;MH-18115
CA-2015-123568;8/11/2015;14/11/2015;2;SC-20095
CA-2017-124674;17/11/2017;23/11/2017;2;JB-16000
CA-2015-164441;8/11/2015;13/11/2015;2;AC-10450
CA-2017-169054;22/4/2017;26/4/2017;2;MO-17800
CA-2014-106719;24/8/2014;24/8/2014;4;RB-19645
CA-2017-116855;17/12/2017;21/12/2017;2;AI-10855
US-2016-164189;24/3/2016;28/3/2016;2;DR-12880
CA-2015-168480;21/9/2015;27/9/2015;2;DM-12955
US-2016-114293;21/11/2016;26/11/2016;2;JH-16180
CA-2017-134173;16/9/2017;21/9/2017;2;AB-10060
US-2015-123960;11/6/2015;16/6/2015;2;BD-11605
CA-2017-101749;3/10/2017;8/10/2017;2;AS-10045
US-2016-147991;5/5/2016;9/5/2016;2;ZD-21925
CA-2017-149559;11/9/2017;12/9/2017;4;KF-16285
CA-2015-135174;30/4/2015;2/5/2015;1;BP-11230
CA-2017-125290;6/11/2017;10/11/2017;1;CC-12430
CA-2014-137351;30/9/2014;4/10/2014;2;DB-13615
CA-2017-121419;2/4/2017;4/4/2017;3;TC-21475
US-2017-148054;6/10/2017;11/10/2017;2;NZ-18565
CA-2016-128517;9/4/2016;14/4/2016;1;SW-20350
US-2015-100377;28/8/2015;1/9/2015;2;TS-21370
CA-2017-131492;19/10/2017;24/10/2017;1;HH-15010
CA-2016-144554;7/11/2016;12/11/2016;2;DM-13345
CA-2017-127621;3/3/2017;7/3/2017;2;RE-19450
CA-2015-145184;27/11/2015;29/11/2015;3;JD-16150
CA-2017-106859;13/3/2017;18/3/2017;1;BF-11215
US-2017-120089;30/11/2017;30/11/2017;4;ML-17755
CA-2014-119375;17/11/2014;22/11/2014;2;YC-21895
CA-2016-125206;3/1/2016;5/1/2016;3;LR-16915
CA-2015-126137;3/10/2015;8/10/2015;2;BS-11755
CA-2014-143903;20/7/2014;24/7/2014;2;KM-16375
CA-2014-104780;21/5/2014;25/5/2014;2;BT-11530
CA-2017-101182;4/9/2017;5/9/2017;3;KB-16405
US-2017-132297;27/5/2017;2/6/2017;2;DW-13480
CA-2014-100328;28/1/2014;3/2/2014;2;JC-15340
CA-2017-118773;9/2/2017;14/2/2017;2;TP-21415
US-2017-159205;31/3/2017;2/4/2017;1;DB-12910
CA-2016-112123;3/3/2016;8/3/2016;2;BH-11710
CA-2015-114468;23/8/2015;23/8/2015;4;TD-20995
CA-2017-135692;27/4/2017;1/5/2017;2;CV-12805
CA-2017-131233;14/4/2017;19/4/2017;2;CS-12355
CA-2017-119578;22/12/2017;27/12/2017;1;JG-15310
CA-2016-124562;8/12/2016;12/12/2016;2;JP-16135
US-2017-140074;23/3/2017;29/3/2017;2;EC-14050
CA-2016-103037;25/7/2016;29/7/2016;2;KH-16630
CA-2017-127460;10/7/2017;14/7/2017;2;FG-14260
CA-2016-121671;17/7/2016;22/7/2016;2;AA-10480
CA-2016-150350;23/8/2016;30/8/2016;2;MS-17770
CA-2015-121720;11/6/2015;12/6/2015;3;JE-15610
CA-2017-149895;8/9/2017;12/9/2017;2;EB-14110
CA-2017-147564;2/10/2017;6/10/2017;2;BP-11155
CA-2014-136399;16/12/2014;17/12/2014;3;CC-12100
CA-2014-107916;24/8/2014;26/8/2014;3;JP-15460
CA-2017-164168;12/11/2017;18/11/2017;2;LS-16975
CA-2015-112557;25/4/2015;28/4/2015;3;JL-15850
US-2014-122959;12/12/2014;12/12/2014;4;CY-12745
CA-2017-162572;25/9/2017;27/9/2017;1;RB-19360
US-2016-148110;5/9/2016;11/9/2016;2;AR-10825
CA-2017-131828;11/2/2017;13/2/2017;1;CS-11845
CA-2014-109218;30/6/2014;3/7/2014;1;AR-10825
CA-2016-120558;7/6/2016;10/6/2016;3;RD-19810
US-2014-109036;20/12/2014;25/12/2014;2;KH-16510
CA-2015-147830;15/12/2015;18/12/2015;3;NF-18385
CA-2017-150497;20/7/2017;24/7/2017;2;SM-20950
CA-2014-128986;3/8/2014;5/8/2014;1;GH-14410
CA-2015-139584;24/8/2015;28/8/2015;2;EM-13810
US-2016-162677;26/3/2016;27/3/2016;3;DB-13210
US-2014-150924;12/9/2014;16/9/2014;1;PT-19090
CA-2014-153969;21/9/2014;25/9/2014;2;HF-14995
CA-2016-146682;29/10/2016;31/10/2016;3;KW-16435
CA-2016-138695;28/5/2016;3/6/2016;2;KC-16675
CA-2017-107461;21/12/2017;26/12/2017;1;PK-19075
US-2016-133879;21/3/2016;28/3/2016;2;KT-16465
CA-2017-157483;11/11/2017;18/11/2017;2;EP-13915
US-2017-132059;23/9/2017;29/9/2017;2;AP-10915
CA-2017-122280;10/9/2017;10/9/2017;4;SH-20395
CA-2017-105235;5/12/2017;11/12/2017;2;SM-20950
CA-2017-152912;9/11/2017;12/11/2017;1;BM-11650
CA-2014-123498;7/11/2014;9/11/2014;3;TC-20980
CA-2017-159352;12/3/2017;17/3/2017;2;KB-16585
US-2017-146416;20/10/2017;22/10/2017;1;JE-16165
US-2015-163783;27/12/2015;1/1/2016;2;DR-12940
