Product ID;Product Name;IdCategory;IdSub-Category;Sales
OFF-BI-10002225;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";2;9;49.536
TEC-AC-10004708;Sony 32GB Class 10 Micro SDHC R40 Memory Card;3;12;41.9
FUR-TA-10000617;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;1;4;375.4575
TEC-AC-10002335;Logitech Media Keyboard K200;3;12;83.976
TEC-MA-10001681;Lexmark MarkNet N8150 Wireless Print Server;3;16;482.34
FUR-FU-10001935;3M Hangers With Command Adhesive;1;6;2.96
OFF-AR-10004757;Crayola Colored Pencils;2;7;2.624
OFF-BI-10000050;Angle-D Binders with Locking Rings, Label Holders;2;9;23.36
TEC-PH-10003012;Nortel Meridian M3904 Professional Digital phone;3;8;246.384
TEC-CO-10002313;Canon PC1080F Personal Copier;3;17;1799.97
OFF-BI-10003982;Wilson Jones Century Plastic Molded Ring Binders;2;9;12.462
OFF-BI-10004492;Tuf-Vin Binders;2;9;75.792
OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;2;5;49.96
OFF-PA-10002552;Xerox 1958;2;11;12.96
OFF-SU-10002573;"Acme 10"" Easy Grip Assistive Scissors";2;15;70.12
OFF-ST-10001580;Super Decoflex Portable Personal File;2;5;35.952
OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";2;5;131.136
TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;3;12;57.584
OFF-PA-10001947;Xerox 1974;2;11;9.568
OFF-AR-10003478;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;2;7;39.072
OFF-AP-10004249;Staple holder;2;10;35.91
TEC-CO-10004115;Sharp AL-1530CS Digital Copier;3;17;1199.976
OFF-PA-10003724;Wirebound Message Book, 4 per Page;2;11;27.15
FUR-TA-10002041;Bevis Round Conference Table Top, X-Base;1;4;1004.024
OFF-PA-10002893;"Wirebound Service Call Books, 5 1/2"" x 4""";2;11;9.68
OFF-LA-10003766;Self-Adhesive Removable Labels;2;3;28.35
FUR-BO-10001972;O'Sullivan 4-Shelf Bookcase in Odessa Pine;1;1;1336.829
FUR-CH-10003956;Novimex High-Tech Fabric Mesh Task Chair;1;2;113.568
OFF-PA-10000157;Xerox 191;2;11;139.86
OFF-AR-10004344;Bulldog Vacuum Base Pencil Sharpener;2;7;95.92
FUR-CH-10004886;Bevis Steel Folding Chairs;1;2;383.8
OFF-PA-10003845;Xerox 1987;2;11;5.78
OFF-AR-10001573;American Pencil;2;7;9.32
OFF-EN-10000483;White Envelopes, White Envelopes with Clear Poly Window;2;13;15.25
TEC-AC-10004114;KeyTronic 6101 Series - Keyboard - Black;3;12;196.752
FUR-FU-10004712;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;1;6;56.56
OFF-ST-10000918;Crate-A-Files;2;5;32.7
FUR-CH-10000015;Hon Multipurpose Stacking Arm Chairs;1;2;866.4
FUR-FU-10003347;Coloredge Poster Frame;1;6;28.4
OFF-BI-10001543;GBC VeloBinder Manual Binding System;2;9;287.92
TEC-MA-10000029;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;3;16;69.99
OFF-AR-10000369;Design Ebony Sketching Pencil;2;7;6.672
OFF-BI-10004584;GBC ProClick 150 Presentation Binding System;2;9;189.588
OFF-ST-10000617;Woodgrain Magazine Files by Perma;2;5;4.768
OFF-ST-10003306;Letter Size Cart;2;5;714.3
OFF-BI-10000773;Insertable Tab Post Binder Dividers;2;9;4.812
TEC-AC-10002600;Belkin QODE FastFit Bluetooth Keyboard;3;12;247.8
TEC-MA-10002937;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;3;16;1007.979
OFF-PA-10002230;Xerox 1897;2;11;31.872
FUR-CH-10003396;Global Deluxe Steno Chair;1;2;207.846
FUR-FU-10000246;Aluminum Document Frame;1;6;12.22
OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;2;5;194.94
OFF-ST-10003058;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;2;5;70.95
OFF-PA-10002222;"Xerox Color Copier Paper, 11"" x 17"", Ream";2;11;91.36
FUR-CH-10002372;Office Star - Ergonomically Designed Knee Chair;1;2;242.94
OFF-LA-10001317;Avery 520;2;3;22.05
FUR-FU-10000206;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;1;6;2.91
OFF-AR-10000588;Newell 345;2;7;59.52
OFF-ST-10001469;Fellowes Bankers Box Recycled Super Stor/Drawer;2;5;161.94
OFF-AR-10001953;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;2;7;263.88
OFF-AR-10003156;50 Colored Long Pencils;2;7;30.48
OFF-AR-10004974;Newell 342;2;7;9.84
TEC-PH-10002365;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;3;8;35.12
OFF-ST-10000142;Deluxe Rollaway Locking File with Drawer;2;5;665.408
TEC-AC-10001772;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;3;12;63.88
FUR-CH-10000225;Global Geo Office Task Chair, Gray;1;2;129.568
FUR-CH-10002331;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;1;2;747.558
OFF-EN-10001415;Staple envelope;2;13;8.928
OFF-AP-10002472;3M Office Air Cleaner;2;10;103.92
TEC-AC-10004571;Logitech G700s Rechargeable Gaming Mouse;3;12;899.91
OFF-BI-10001098;Acco D-Ring Binder w/DublLock;2;9;51.312
FUR-TA-10001889;Bush Advantage Collection Racetrack Conference Table;1;4;1272.63
OFF-BI-10000315;Poly Designer Cover & Back;2;9;28.485
OFF-SU-10003505;Premier Electric Letter Opener;2;15;185.376
OFF-AP-10002578;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;2;10;78.272
FUR-BO-10002824;Bush Mission Pointe Library;1;1;205.3328
OFF-BI-10002194;Cardinal Hold-It CD Pocket;2;9;4.788
OFF-PA-10004071;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;2;11;55.48
OFF-ST-10002743;SAFCO Boltless Steel Shelving;2;5;340.92
FUR-BO-10001601;Sauder Mission Library with Doors, Fruitwood Finish;1;1;222.666
TEC-PH-10002680;Samsung Galaxy Note 3;3;8;703.968
OFF-ST-10001321;Decoflex Hanging Personal Folder File, Blue;2;5;92.52
OFF-PA-10001509;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";2;11;62.65
OFF-PA-10003465;Xerox 1912;2;11;94.85
TEC-PH-10000149;Cisco SPA525G2 IP Phone - Wireless;3;8;95.76
OFF-AR-10003045;Prang Colored Pencils;2;7;14.7
OFF-ST-10000689;Fellowes Strictly Business Drawer File, Letter/Legal Size;2;5;704.25
TEC-AC-10001445;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;3;12;9.09
TEC-AC-10002567;Logitech G602 Wireless Gaming Mouse;3;12;159.98
OFF-LA-10003923;Alphabetical Labels for Top Tab Filing;2;3;29.6
FUR-BO-10001337;O'Sullivan Living Dimensions 2-Shelf Bookcases;1;1;514.165
TEC-PH-10001924;iHome FM Clock Radio with Lightning Dock;3;8;279.96
TEC-PH-10001363;Apple iPhone 5S;3;8;2735.952
TEC-PH-10000376;Square Credit Card Reader;3;8;7.992
TEC-AC-10000303;Logitech M510 Wireless Mouse;3;12;63.984
OFF-ST-10001809;Fellowes Officeware Wire Shelving;2;5;449.15
OFF-EN-10003845;Colored Envelopes;2;13;11.07
TEC-AC-10000991;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;3;12;93.98
FUR-TA-10001857;Balt Solid Wood Rectangular Table;1;4;189.882
OFF-EN-10001434;Strathmore #10 Envelopes, Ultimate White;2;13;105.42
OFF-BI-10002498;Clear Mylar Reinforcing Strips;2;9;119.616
FUR-FU-10004864;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";1;6;255.76
FUR-FU-10000073;Deflect-O Glasstique Clear Desk Accessories;1;6;69.3
OFF-BI-10001670;Vinyl Sectional Post Binders;2;9;22.62
OFF-BI-10001658;GBC Standard Therm-A-Bind Covers;2;9;14.952
FUR-CH-10001215;Global Troy Executive Leather Low-Back Tilter;1;2;801.568
OFF-BI-10000831;Storex Flexible Poly Binders with Double Pockets;2;9;2.376
OFF-PA-10000357;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;2;11;32.792
OFF-AR-10001662;Rogers Handheld Barrel Pencil Sharpener;2;7;2.74
OFF-AR-10003856;Newell 344;2;7;8.34
OFF-BI-10003527;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;2;9;6354.95
FUR-FU-10001290;Executive Impressions Supervisor Wall Clock;1;6;126.3
TEC-AC-10002399;SanDisk Cruzer 32 GB USB Flash Drive;3;12;38.04
OFF-AR-10003811;Newell 327;2;7;6.63
OFF-AR-10001246;Newell 317;2;7;5.88
TEC-CO-10003236;Canon Image Class D660 Copier;3;17;2999.95
OFF-ST-10004507;Advantus Rolling Storage Box;2;5;51.45
OFF-PA-10001667;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);2;11;11.96
OFF-ST-10004459;Tennsco Single-Tier Lockers;2;5;1126.02
OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;2;5;129.568
OFF-BI-10000285;XtraLife ClearVue Slant-D Ring Binders by Cardinal;2;9;14.112
TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;3;8;55.176
OFF-FA-10002815;Staples;2;14;22.2
FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;1;2;683.952
OFF-ST-10004963;Eldon Gobal File Keepers;2;5;36.336
OFF-SU-10002881;Martin Yale Chadless Opener Electric Letter Opener;2;15;666.248
OFF-EN-10001335;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;2;13;52.512
FUR-CH-10000595;Safco Contoured Stacking Chairs;1;2;190.72
FUR-FU-10000448;Tenex Chairmats For Use With Carpeted Floors;1;6;47.94
TEC-PH-10000984;Panasonic KX-TG9471B;3;8;979.95
OFF-ST-10001325;Sterilite Officeware Hinged File Box;2;5;16.768
OFF-BI-10002429;Premier Elliptical Ring Binder, Black;2;9;42.616
OFF-BI-10004528;Cardinal Poly Pocket Divider Pockets for Ring Binders;2;9;10.752
OFF-AP-10001271;Eureka The Boss Cordless Rechargeable Stick Vac;2;10;152.94
FUR-CH-10002647;Situations Contoured Folding Chairs, 4/Set;1;2;283.92
TEC-AC-10001432;Enermax Aurora Lite Keyboard;3;12;468.9
TEC-PH-10002262;LG Electronics Tone+ HBS-730 Bluetooth Headset;3;8;380.864
TEC-AC-10001465;SanDisk Cruzer 64 GB USB Flash Drive;3;12;58.112
TEC-PH-10002597;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;3;8;100.792
FUR-FU-10000723;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;1;6;66.112
OFF-BI-10000404;Avery Printable Repositionable Plastic Tabs;2;9;41.28
OFF-PA-10002986;Xerox 1898;2;11;13.36
OFF-SU-10001935;Staple remover;2;15;8.72
FUR-CH-10002024;HON 5400 Series Task Chairs for Big and Tall;1;2;1121.568
FUR-FU-10003039;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";1;6;34.504
OFF-FA-10004248;Advantus T-Pin Paper Clips;2;14;10.824
OFF-ST-10001780;Tennsco 16-Compartment Lockers with Coat Rack;2;5;1295.78
OFF-AR-10003560;Zebra Zazzle Fluorescent Highlighters;2;7;19.456
OFF-LA-10001297;Avery 473;2;3;20.7
FUR-TA-10004256;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;1;4;1335.68
OFF-PA-10003441;Xerox 226;2;11;32.4
OFF-BI-10000069;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;2;9;84.056
OFF-AP-10003914;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;2;10;13
FUR-FU-10004020;Advantus Panel Wall Acrylic Frame;1;6;13.128
OFF-FA-10003467;Alliance Big Bands Rubber Bands, 12/Pack;2;14;3.96
TEC-PH-10002496;Cisco SPA301;3;8;374.376
OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;2;11;91.84
OFF-BI-10001107;GBC White Gloss Covers, Plain Front;2;9;81.088
OFF-PA-10004451;Xerox 222;2;11;19.44
FUR-CH-10004997;Hon Every-Day Series Multi-Task Chairs;1;2;451.152
TEC-PH-10000347;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;3;8;14.85
OFF-AR-10003394;Newell 332;2;7;8.82
OFF-PA-10001450;Rediform S.O.S. Phone Message Books;2;11;19.92
OFF-SU-10001574;Acme Value Line Scissors;2;15;7.3
FUR-FU-10001475;"Contract Clock, 14"", Brown";1;6;8.792
OFF-SU-10004498;Martin-Yale Premier Letter Opener;2;15;51.52
TEC-PH-10000586;AT&T SB67148 SynJ;3;8;105.584
OFF-BI-10002764;Recycled Pressboard Report Cover with Reinforced Top Hinge;2;9;6.783
OFF-LA-10003930;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;2;3;294.93
TEC-PH-10003800;i.Sound Portable Power - 8000 mAh;3;8;84.784
OFF-PA-10002005;Xerox 225;2;11;20.736
OFF-PA-10004101;Xerox 1894;2;11;10.368
OFF-AR-10004078;Newell 312;2;7;9.344
OFF-AP-10004708;Fellowes Superior 10 Outlet Split Surge Protector;2;10;76.12
FUR-FU-10001979;Dana Halogen Swing-Arm Architect Lamp;1;6;327.76
OFF-SU-10004115;Acme Stainless Steel Office Snips;2;15;11.632
TEC-PH-10001425;Mophie Juice Pack Helium for iPhone;3;8;143.982
TEC-PH-10003963;GE 2-Jack Phone Line Splitter;3;8;494.376
OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;2;5;142.776
OFF-PA-10002120;Xerox 1889;2;11;131.904
OFF-BI-10000848;Angle-D Ring Binders;2;9;3.282
TEC-PH-10003092;Motorola L804;3;8;55.188
OFF-LA-10004345;Avery 493;2;3;15.712
OFF-PA-10001204;Xerox 1972;2;11;8.448
TEC-PH-10004667;Cisco 8x8 Inc. 6753i IP Business Phone System;3;8;728.946
OFF-BI-10002949;Prestige Round Ring Binders;2;9;3.648
FUR-FU-10003849;DAX Metal Frame, Desktop, Stepped-Edge;1;6;40.48
FUR-FU-10000010;DAX Value U-Channel Document Frames, Easel Back;1;6;9.94
OFF-BI-10002824;Recycled Easel Ring Binders;2;9;107.424
TEC-PH-10002538;Grandstream GXP1160 VoIP phone;3;8;37.91
OFF-BI-10002103;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;2;9;8.69
FUR-CH-10004853;Global Manager's Adjustable Task Chair, Storm;1;2;301.96
OFF-AP-10000179;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;2;10;555.21
OFF-ST-10001272;Mini 13-1/2 Capacity Data Binder Rack, Pearl;2;5;523.48
FUR-FU-10000221;Master Caster Door Stop, Brown;1;6;35.56
OFF-AP-10001563;Belkin Premiere Surge Master II 8-outlet surge protector;2;10;97.16
OFF-BI-10000605;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";2;9;15.24
OFF-ST-10001963;Tennsco Regal Shelving Units;2;5;243.384
TEC-AC-10001267;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;3;12;119.8
TEC-PH-10002103;Jabra SPEAK 410;3;8;300.768
TEC-AC-10002857;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;3;12;17.88
FUR-CH-10001482;Office Star - Mesh Screen back chair with Vinyl seat;1;2;392.94
OFF-BI-10001989;Premium Transparent Presentation Covers by GBC;2;9;18.882
OFF-AP-10003287;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;2;10;122.328
OFF-BI-10004728;Wilson Jones Turn Tabs Binder Tool for Ring Binders;2;9;15.424
FUR-FU-10000732;Eldon 200 Class Desk Accessories;1;6;18.84
OFF-ST-10000585;Economy Rollaway Files;2;5;330.4
OFF-LA-10002787;Avery 480;2;3;26.25
OFF-PA-10001934;Xerox 1993;2;11;6.48
OFF-AP-10002457;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;2;10;209.3
OFF-FA-10003112;Staples;2;14;31.56
OFF-AP-10002350;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;2;10;30.144
TEC-AC-10001142;First Data FD10 PIN Pad;3;12;316
TEC-AC-10001101;Sony 16GB Class 10 Micro SDHC R40 Memory Card;3;12;103.12
OFF-AP-10002439;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;2;10;113.552
OFF-BI-10002827;Avery Durable Poly Binders;2;9;3.318
OFF-EN-10002230;Airmail Envelopes;2;13;134.288
OFF-ST-10001511;Space Solutions Commercial Steel Shelving;2;5;724.08
OFF-SU-10004231;Acme Tagit Stainless Steel Antibacterial Scissors;2;15;23.76
TEC-PH-10004042;ClearOne Communications CHAT 70 OC Speaker Phone;3;8;381.576
FUR-FU-10003096;Master Giant Foot Doorstop, Safety Yellow;1;6;30.36
FUR-FU-10002759;12-1/2 Diameter Round Wall Clock;1;6;23.976
FUR-TA-10000688;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;1;4;108.925
OFF-AR-10001954;Newell 331;2;7;19.56
OFF-AP-10004532;Kensington 6 Outlet Guardian Standard Surge Protector;2;10;61.44
OFF-PA-10002137;Southworth 100% Résumé Paper, 24lb.;2;11;38.9
OFF-AP-10000804;Hoover Portapower Portable Vacuum;2;10;2.688
TEC-AC-10003614;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;3;12;27.816
FUR-FU-10003553;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";1;6;82.524
OFF-BI-10004632;Ibico Hi-Tech Manual Binding System;2;9;182.994
OFF-BI-10003305;Avery Hanging File Binders;2;9;14.352
OFF-ST-10002583;Fellowes Neat Ideas Storage Cubes;2;5;64.96
TEC-MA-10004125;Cubify CubeX 3D Printer Triple Head Print;3;16;7999.98
OFF-LA-10001934;Avery 516;2;3;14.62
FUR-BO-10004015;Bush Andora Bookcase, Maple/Graphite Gray Finish;1;1;191.984
FUR-FU-10004071;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;1;6;104.01
OFF-ST-10002444;Recycled Eldon Regeneration Jumbo File;2;5;36.84
TEC-AC-10002253;Imation Bio 8GB USB Flash Drive Imation Corp;3;12;166.24
OFF-PA-10000743;Xerox 1977;2;11;33.4
OFF-LA-10002312;Avery 490;2;3;47.36
OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;2;3;97.696
OFF-AR-10001118;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;2;7;2.696
OFF-BI-10001575;GBC Linen Binding Covers;2;9;18.588
FUR-FU-10003394;"Tenex ""The Solids"" Textured Chair Mats";1;6;209.88
FUR-TA-10002774;Laminate Occasional Tables;1;4;369.912
OFF-PA-10001800;Xerox 220;2;11;10.368
OFF-AP-10001469;Fellowes 8 Outlet Superior Workstation Surge Protector;2;10;166.84
FUR-BO-10003272;O'Sullivan Living Dimensions 5-Shelf Bookcases;1;1;883.92
OFF-EN-10001219;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";2;13;24.448
OFF-AP-10001154;Bionaire Personal Warm Mist Humidifier/Vaporizer;2;10;281.34
TEC-AC-10001606;Logitech Wireless Performance Mouse MX for PC and Mac;3;12;299.97
OFF-BI-10003355;Cardinal Holdit Business Card Pockets;2;9;19.92
FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";1;6;103.056
OFF-PA-10004092;Tops Green Bar Computer Printout Paper;2;11;146.82
FUR-TA-10000198;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;1;4;1652.94
OFF-ST-10000036;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;2;5;296.37
FUR-FU-10000222;"Seth Thomas 16"" Steel Case Clock";1;6;129.92
OFF-SU-10004664;Acme Softgrip Scissors;2;15;45.584
OFF-EN-10001141;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";2;13;17.568
TEC-PH-10002170;ClearSounds CSC500 Amplified Spirit Phone Corded phone;3;8;55.992
OFF-PA-10001954;Xerox 1964;2;11;182.72
FUR-TA-10002228;Bevis Traditional Conference Table Top, Plinth Base;1;4;400.032
OFF-ST-10004634;Personal Folder Holder, Ebony;2;5;33.63
TEC-AC-10003610;Logitech Illuminated - Keyboard;3;12;179.97
FUR-BO-10001619;O'Sullivan Cherrywood Estates Traditional Bookcase;1;1;84.98
OFF-BI-10000138;Acco Translucent Poly Ring Binders;2;9;18.72
TEC-AC-10001383;Logitech Wireless Touch Keyboard K400;3;12;49.98
OFF-LA-10003223;Avery 508;2;3;11.784
OFF-BI-10004094;GBC Standard Plastic Binding Systems Combs;2;9;3.54
OFF-PA-10004971;Xerox 196;2;11;4.624
OFF-SU-10004261;"Fiskars 8"" Scissors, 2/Pack";2;15;55.168
TEC-PH-10000004;Belkin iPhone and iPad Lightning Cable;3;8;11.992
OFF-BI-10003638;GBC Durable Plastic Covers;2;9;58.05
FUR-FU-10003577;Nu-Dell Leatherette Frames;1;6;157.74
OFF-BI-10000546;Avery Durable Binders;2;9;2.88
TEC-CO-10002095;Hewlett Packard 610 Color Digital Copier / Printer;3;17;1199.976
FUR-TA-10001095;Chromcraft Round Conference Tables;1;4;383.438
OFF-LA-10004484;Avery 476;2;3;12.39
OFF-EN-10001532;Brown Kraft Recycled Envelopes;2;13;50.94
TEC-AC-10003174;Plantronics S12 Corded Telephone Headset System;3;12;646.74
OFF-BI-10004187;3-ring staple pack;2;9;5.64
OFF-ST-10000025;Fellowes Stor/Drawer Steel Plus Storage Drawers;2;5;572.58
FUR-FU-10004306;Electrix Halogen Magnifier Lamp;1;6;310.88
FUR-CH-10003746;Hon 4070 Series Pagoda Round Back Stacking Chairs;1;2;641.96
OFF-BI-10001036;Cardinal EasyOpen D-Ring Binders;2;9;18.28
OFF-BI-10000301;GBC Instant Report Kit;2;9;32.35
OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;2;7;40.3
FUR-FU-10002597;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;1;6;34.58
OFF-AR-10003405;Dixon My First Ticonderoga Pencil, #2;2;7;32.76
FUR-CH-10002335;Hon GuestStacker Chair;1;2;544.008
OFF-PA-10003657;Xerox 1927;2;11;4.28
FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;1;1;35.49
TEC-AC-10000057;Microsoft Natural Ergonomic Keyboard 4000;3;12;47.984
OFF-EN-10000056;Cameo Buff Policy Envelopes;2;13;186.69
OFF-BI-10000014;Heavy-Duty E-Z-D Binders;2;9;17.456
FUR-CH-10004675;Lifetime Advantage Folding Chairs, 4/Carton;1;2;348.928
OFF-BI-10001132;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";2;9;43.04
FUR-CH-10003199;Office Star - Contemporary Task Swivel Chair;1;2;332.94
TEC-PH-10001530;Cisco Unified IP Phone 7945G VoIP phone;3;8;1363.96
OFF-LA-10001569;Avery 499;2;3;9.96
OFF-PA-10000176;Xerox 1887;2;11;132.79
OFF-LA-10002271;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;2;3;21.56
FUR-FU-10004090;"Executive Impressions 14"" Contract Wall Clock";1;6;22.23
OFF-AP-10000576;Belkin 7 Outlet SurgeMaster II;2;10;355.32
OFF-PA-10003953;Xerox 218;2;11;12.96
FUR-FU-10000794;Eldon Stackable Tray, Side-Load, Legal, Smoke;1;6;18.28
OFF-AR-10001897;Model L Table or Wall-Mount Pencil Sharpener;2;7;43.176
TEC-PH-10001795;ClearOne CHATAttach 160 - speaker phone;3;8;1983.968
TEC-AC-10004901;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;3;12;149.97
OFF-AR-10003190;Newell 32;2;7;11.52
OFF-AP-10000240;Belkin F9G930V10-GRY 9 Outlet Surge;2;10;213.92
TEC-AC-10001838;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;3;12;1399.93
OFF-PA-10003651;Xerox 1968;2;11;5.344
OFF-BI-10003094;Self-Adhesive Ring Binder Labels;2;9;3.168
FUR-CH-10001394;Global Leather Executive Chair;1;2;1228.465
OFF-BI-10004230;GBC Recycled Grain Textured Covers;2;9;31.086
OFF-PA-10003395;Xerox 1941;2;11;335.52
TEC-AC-10002402;Razer Kraken PRO Over Ear PC and Music Headset;3;12;239.97
TEC-AC-10003441;Kingston Digital DataTraveler 32GB USB 2.0;3;12;67.8
OFF-FA-10002280;Advantus Plastic Paper Clips;2;14;35
OFF-SU-10000381;Acme Forged Steel Scissors with Black Enamel Handles;2;15;37.24
OFF-EN-10004459;Security-Tint Envelopes;2;13;15.28
FUR-CH-10000665;Global Airflow Leather Mesh Back Chair, Black;1;2;301.96
OFF-AP-10003884;Fellowes Smart Surge Ten-Outlet Protector, Platinum;2;10;180.66
TEC-PH-10001557;Pyle PMP37LED;3;8;191.98
TEC-PH-10002085;Clarity 53712;3;8;65.99
OFF-AR-10002956;Boston 16801 Nautilus Battery Pencil Sharpener;2;7;35.216
OFF-AP-10003266;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;2;10;23.696
TEC-MA-10004002;Zebra GX420t Direct Thermal/Thermal Transfer Printer;3;16;265.475
OFF-BI-10001071;GBC ProClick Punch Binding System;2;9;51.184
OFF-PA-10001560;Adams Telephone Message Books, 5 1/4” x 11”;2;11;9.664
OFF-AR-10002578;Newell 335;2;7;11.52
FUR-BO-10001519;O'Sullivan 3-Shelf Heavy-Duty Bookcases;1;1;186.048
OFF-BI-10001294;Fellowes Binding Cases;2;9;37.44
OFF-BI-10001636;Ibico Plastic and Wire Spiral Binding Combs;2;9;26.976
OFF-SU-10002503;Acme Preferred Stainless Steel Scissors;2;15;11.36
OFF-LA-10004093;Avery 486;2;3;14.62
FUR-FU-10003878;"Linden 10"" Round Wall Clock, Black";1;6;48.896
TEC-AC-10000710;Maxell DVD-RAM Discs;3;12;115.36
OFF-AR-10002335;DIXON Oriole Pencils;2;7;5.16
OFF-PA-10001870;Xerox 202;2;11;38.88
OFF-PA-10001019;Xerox 1884;2;11;39.96
OFF-SU-10002537;Acme Box Cutter Scissors;2;15;102.3
OFF-ST-10003221;Staple magnet;2;5;21.36
OFF-AR-10003752;Deluxe Chalkboard Eraser Cleaner;2;7;23.1
TEC-AC-10001714;Logitech MX Performance Wireless Mouse;3;12;191.472
OFF-AR-10003958;Newell 337;2;7;5.248
TEC-PH-10002923;Logitech B530 USB Headset - headset - Full size, Binaural;3;8;59.184
OFF-LA-10004272;Avery 482;2;3;2.89
FUR-FU-10000965;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";1;6;51.94
OFF-LA-10004853;Avery 483;2;3;15.936
OFF-BI-10003719;Large Capacity Hanging Post Binders;2;9;44.91
OFF-BI-10000545;GBC Ibimaster 500 Manual ProClick Binding System;2;9;1141.47
OFF-PA-10003591;Southworth 100% Cotton The Best Paper;2;11;34.44
OFF-PA-10001790;Xerox 1910;2;11;192.16
TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;3;12;371.97
OFF-BI-10003712;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";2;9;5.892
OFF-BI-10003984;Lock-Up Easel 'Spel-Binder';2;9;68.472
